Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
“Met A ‘Nice’ Guy At The Bar But Had To Leave For A Party. This Is What I Woke Up To”,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0201-met-a-nice-guy-at-the-bar-but-had-to-leave-for-a-party-this-.jpg,Boredpanda Viral,,"“Met A ‘Nice’ Guy At The Bar But Had To Leave For A Party. This Is What I Woke Up To” — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/strange-guy-relationship-bar?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"met nice guy bar leave party what woke, met nice, nice guy, guy bar, bar leave, leave party, party what, what woke, nice, leave"
"Man Has No Empathy For GF In Pain, Sleeps While She Waits For An Ambulance, Ignores Their Baby",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0202-man-has-no-empathy-for-gf-in-pain-sleeps-while-she-waits-for.jpg,Boredpanda Viral,,"Man Has No Empathy For GF In Pain, Sleeps While She Waits For An Ambulance, Ignores Their Baby — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/partner-sleep-called-ambulance-myself?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"man empathy gf pain sleeps while waits ambulance ignores baby, man empathy, empathy gf, gf pain, pain sleeps, sleeps while, while waits, waits ambulance, ambulance ignores, ignores baby"
"20YO Loses It After Mom Calls Her Useless, Watches House Fall Apart After She Moves Out",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0203-20yo-loses-it-after-mom-calls-her-useless-watches-house-fall.jpg,Boredpanda Viral,,"20YO Loses It After Mom Calls Her Useless, Watches House Fall Apart After She Moves Out — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/mom-family-daughter-useless-drama?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"20yo loses mom calls useless watches house fall apart moves, 20yo loses, loses mom, mom calls, calls useless, useless watches, watches house, house fall, fall apart, apart moves"
"Mom’s New BF Expects To Always Have Meals Prepared By 17YO, Waiting, She Can’t Take It Anymore",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0204-moms-new-bf-expects-to-always-have-meals-prepared-by-17yo-wa.jpg,Boredpanda Viral,,"Mom’s New BF Expects To Always Have Meals Prepared By 17YO, Waiting, She Can’t Take It Anymore — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/mom-boyfriend-food-drama?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"mom new bf expects always meals prepared 17yo waiting take anymore, mom new, new bf, bf expects, expects always, always meals, meals prepared, prepared 17yo, 17yo waiting, waiting take"
“AITA For Not Bringing Up My Late Brother And Humiliating An Acquaintance?”,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0205-aita-for-not-bringing-up-my-late-brother-and-humiliating-an-.jpg,Boredpanda Viral,,"“AITA For Not Bringing Up My Late Brother And Humiliating An Acquaintance?” — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/rude-friend-insult-grieving-teen?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"aita bringing my late brother humiliating acquaintance, aita bringing, bringing my, my late, late brother, brother humiliating, humiliating acquaintance, aita, bringing, late"
Woman Questions Helping A Friend In Crisis When Kindness Turns Into Constant Demands,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0206-woman-questions-helping-a-friend-in-crisis-when-kindness-tur.jpg,Boredpanda Viral,,"Woman Questions Helping A Friend In Crisis When Kindness Turns Into Constant Demands — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/piggy-bank-friend-requesting-money?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"woman questions helping friend crisis when kindness turns constant demands, woman questions, questions helping, helping friend, friend crisis, crisis when, when kindness, kindness turns, turns constant, constant demands"
"Lady Going On 12-Day Vacay Gives BF A Key To Come Over Anytime, Roommate Puts Her Foot Down",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0207-lady-going-on-12-day-vacay-gives-bf-a-key-to-come-over-anyti.jpg,Boredpanda Viral,,"Lady Going On 12-Day Vacay Gives BF A Key To Come Over Anytime, Roommate Puts Her Foot Down — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/roommate-boyfriend-vacation-drama?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"lady going 12 day vacay gives bf key come anytime roommate puts foot, lady going, going 12, 12 day, day vacay, vacay gives, gives bf, bf key, key come, come anytime"
“It Ended Pretty Badly”: Woman Skips Her Own Surprise Bday Party Over Her Ex Boyfriend,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0208-it-ended-pretty-badly-woman-skips-her-own-surprise-bday-part.jpg,Celebrity Relationships,,"“It Ended Pretty Badly”: Woman Skips Her Own Surprise Bday Party Over Her Ex Boyfriend — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/skipping-own-birthday-party?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"ended pretty badly woman skips own surprise bday party ex boyfriend, ended pretty, pretty badly, badly woman, woman skips, skips own, own surprise, surprise bday, bday party, party ex"
“Safe To Say I’m Happily Divorced”: Woman Leaves Entitled Husband After His Family Makes Fun Of Her,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0209-safe-to-say-im-happily-divorced-woman-leaves-entitled-husban.jpg,Celebrity Relationships,,"“Safe To Say I’m Happily Divorced”: Woman Leaves Entitled Husband After His Family Makes Fun Of Her — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/woman-revenge-elite-snob-family?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"safe say happily divorced woman leaves entitled husband family makes fun, safe say, say happily, happily divorced, divorced woman, woman leaves, leaves entitled, entitled husband, husband family, family makes"
Woman Ends Engagement After Fiancé’s Assumption Reveals A Side Of Him She’s Never Seen: “Shocked…,https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0210-woman-ends-engagement-after-fiances-assumption-reveals-a-sid.jpg,Celebrity Relationships,,"Woman Ends Engagement After Fiancé’s Assumption Reveals A Side Of Him She’s Never Seen: “Shocked And Humiliated” — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/man-mad-at-fiancee-drinking-assumes-pregnancy?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-16,"woman ends engagement fiancé assumption reveals side him never seen shocked humiliated, woman ends, ends engagement, engagement fiancé, fiancé assumption, assumption reveals, reveals side, side him, him never, never seen"
"Wife Pressures Husband Into Open Marriage, Then Panics When He Starts Seeing Someone Too",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0211-wife-pressures-husband-into-open-marriage-then-panics-when-h.jpg,Celebrity Relationships,,"Wife Pressures Husband Into Open Marriage, Then Panics When He Starts Seeing Someone Too — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/wife-demands-open-marriage-to-cheat-with-ex-boyfriend?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"wife pressures husband open marriage panics when starts seeing someone too, wife pressures, pressures husband, husband open, open marriage, marriage panics, panics when, when starts, starts seeing, seeing someone"
"Guy Accidentally Ends Up In A Stranger’s Family Group Chat For 7 Months, Says It “Changed Him”",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0212-guy-accidentally-ends-up-in-a-strangers-family-group-chat-fo.jpg,Weird & Viral Stories,,"Guy Accidentally Ends Up In A Stranger’s Family Group Chat For 7 Months, Says It “Changed Him” — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/accidentally-added-family-private-whatsapp-group-seven-months?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"guy accidentally ends stranger family group chat months says changed him, guy accidentally, accidentally ends, ends stranger, stranger family, family group, group chat, chat months, months says, says changed"
"Mom Calls BIL An “Idiot” For Traumatizing Kids At Thanksgiving Dinner, He’s Mad Wife Backs Her Up",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0213-mom-calls-bil-an-idiot-for-traumatizing-kids-at-thanksgiving.jpg,Celebrity Relationships,,"Mom Calls BIL An “Idiot” For Traumatizing Kids At Thanksgiving Dinner, He’s Mad Wife Backs Her Up — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/idiot-husband-traumatize-sil-kids?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"mom calls bil idiot traumatizing kids thanksgiving dinner mad wife backs, mom calls, calls bil, bil idiot, idiot traumatizing, traumatizing kids, kids thanksgiving, thanksgiving dinner, dinner mad, mad wife"
"“You’re Just A Tenant”: Landlord’s Sister Acts Like She Owns The Property, Gets A Brutal Reality…",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0214-youre-just-a-tenant-landlords-sister-acts-like-she-owns-the-.jpg,Boredpanda Viral,,"“You’re Just A Tenant”: Landlord’s Sister Acts Like She Owns The Property, Gets A Brutal Reality Check — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/landlords-entitled-sister-harasses-tenant?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"re just tenant landlord sister acts like owns property gets brutal reality check, re just, just tenant, tenant landlord, landlord sister, sister acts, acts like, like owns, owns property, property gets"
"Lady Pulls The “I Have Kids” Card To Make Neighbor Give Up Parking Spot, Steals It When It Fails",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0215-lady-pulls-the-i-have-kids-card-to-make-neighbor-give-up-par.jpg,Boredpanda Viral,,"Lady Pulls The “I Have Kids” Card To Make Neighbor Give Up Parking Spot, Steals It When It Fails — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/parking-spot-needs-more-has-kids?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"lady pulls kids card make neighbor give parking spot steals when fails, lady pulls, pulls kids, kids card, card make, make neighbor, neighbor give, give parking, parking spot, spot steals"
"48 Guys Get Real About Female Traits That Women Think Would Win A Man Over, But Won’t",https://raw.githubusercontent.com/akashjamil29/Pin-Generation/main/pins/0216-48-guys-get-real-about-female-traits-that-women-think-would-.jpg,Boredpanda Viral,,"48 Guys Get Real About Female Traits That Women Think Would Win A Man Over, But Won’t — tap to read the full story, and save this pin so you don't lose it.",https://www.boredpanda.com/women-obsess-over-things-men-dont-care?utm_source=pinterest&utm_medium=social&utm_campaign=akash,2026-09-17,"48 guys get real female traits women think win man won, 48 guys, guys get, get real, real female, female traits, traits women, women think, think win, win man"
